0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Time_signature, 4, 2, 24, 8
1, 1, End_track
2, 0, Start_track
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 64, 19
2, 858, Control_c, 0, 64, 15
2, 876, Control_c, 0, 64, 8
2, 893, Control_c, 0, 64, 0
2, 932, Note_on_c, 0, 58, 97
2, 974, Note_on_c, 0, 58, 0
2, 1054, Note_on_c, 0, 58, 79
2, 1089, Note_on_c, 0, 58, 0
2, 1178, Note_on_c, 0, 58, 87
2, 1216, Note_on_c, 0, 58, 0
2, 1292, Note_on_c, 0, 58, 98
2, 1332, Note_on_c, 0, 58, 0
2, 1410, Note_on_c, 0, 57, 80
2, 1465, Note_on_c, 0, 57, 0
2, 1516, Note_on_c, 0, 58, 87
2, 1563, Note_on_c, 0, 58, 0
2, 1636, Note_on_c, 0, 54, 97
2, 1673, Note_on_c, 0, 54, 0
2, 1754, Note_on_c, 0, 54, 83
2, 1799, Note_on_c, 0, 54, 0
2, 1871, Note_on_c, 0, 57, 85
2, 1913, Note_on_c, 0, 57, 0
2, 1972, Note_on_c, 0, 58, 98
2, 2015, Note_on_c, 0, 58, 0
2, 2083, Note_on_c, 0, 61, 85
2, 2139, Note_on_c, 0, 61, 0
2, 2188, Note_on_c, 0, 60, 86
2, 2234, Note_on_c, 0, 60, 0
2, 2291, Note_on_c, 0, 56, 96
2, 2325, Note_on_c, 0, 56, 0
2, 2401, Note_on_c, 0, 56, 86
2, 2441, Note_on_c, 0, 56, 0
2, 2519, Note_on_c, 0, 56, 83
2, 2578, Note_on_c, 0, 56, 0
2, 2630, Note_on_c, 0, 56, 94
2, 2670, Note_on_c, 0, 56, 0
2, 2746, Note_on_c, 0, 53, 78
2, 2836, Note_on_c, 0, 53, 0
2, 2840, Note_on_c, 0, 54, 85
2, 2886, Note_on_c, 0, 54, 0
2, 2957, Note_on_c, 0, 56, 99
2, 2991, Note_on_c, 0, 56, 0
2, 3074, Note_on_c, 0, 58, 86
2, 3122, Note_on_c, 0, 58, 0
2, 3179, Note_on_c, 0, 56, 89
2, 3221, Note_on_c, 0, 56, 0
2, 3284, Control_c, 0, 67, 10
2, 3299, Note_on_c, 0, 53, 105
2, 3302, Control_c, 0, 67, 25
2, 3322, Control_c, 0, 67, 52
2, 3339, Control_c, 0, 67, 83
2, 3359, Control_c, 0, 67, 107
2, 3377, Control_c, 0, 67, 126
2, 3540, Note_on_c, 0, 53, 0
2, 3729, Note_on_c, 0, 58, 69
2, 3755, Note_on_c, 0, 58, 0
2, 3847, Note_on_c, 0, 58, 52
2, 3878, Note_on_c, 0, 58, 0
2, 4071, Note_on_c, 0, 58, 71
2, 4092, Note_on_c, 0, 58, 0
2, 4175, Note_on_c, 0, 57, 56
2, 4212, Note_on_c, 0, 57, 0
2, 4284, Note_on_c, 0, 58, 57
2, 4313, Note_on_c, 0, 58, 0
2, 4400, Note_on_c, 0, 54, 68
2, 4426, Note_on_c, 0, 54, 0
2, 4534, Note_on_c, 0, 54, 57
2, 4562, Note_on_c, 0, 54, 0
2, 4637, Note_on_c, 0, 57, 62
2, 4665, Note_on_c, 0, 57, 0
2, 4743, Note_on_c, 0, 58, 74
2, 4776, Note_on_c, 0, 58, 0
2, 4848, Note_on_c, 0, 61, 68
2, 4882, Note_on_c, 0, 61, 0
2, 4946, Note_on_c, 0, 60, 66
2, 4982, Note_on_c, 0, 60, 0
2, 5054, Note_on_c, 0, 56, 75
2, 5084, Note_on_c, 0, 56, 0
2, 5151, Note_on_c, 0, 56, 77
2, 5182, Note_on_c, 0, 56, 0
2, 5277, Note_on_c, 0, 56, 69
2, 5310, Note_on_c, 0, 56, 0
2, 5378, Note_on_c, 0, 56, 80
2, 5409, Note_on_c, 0, 56, 0
2, 5516, Note_on_c, 0, 53, 60
2, 5554, Note_on_c, 0, 53, 0
2, 5618, Note_on_c, 0, 54, 60
2, 5653, Note_on_c, 0, 54, 0
2, 5724, Note_on_c, 0, 56, 67
2, 5752, Note_on_c, 0, 56, 0
2, 5831, Note_on_c, 0, 58, 59
2, 5860, Note_on_c, 0, 58, 0
2, 5922, Note_on_c, 0, 56, 56
2, 5960, Note_on_c, 0, 56, 0
2, 6057, Note_on_c, 0, 53, 77
2, 6065, Control_c, 0, 64, 11
2, 6085, Control_c, 0, 64, 32
2, 6104, Control_c, 0, 64, 51
2, 6105, Control_c, 0, 67, 111
2, 6111, Note_on_c, 0, 53, 0
2, 6125, Control_c, 0, 64, 62
2, 6126, Control_c, 0, 67, 91
2, 6141, Control_c, 0, 64, 69
2, 6142, Control_c, 0, 67, 65
2, 6160, Control_c, 0, 64, 76
2, 6161, Control_c, 0, 67, 39
2, 6179, Control_c, 0, 64, 84
2, 6180, Control_c, 0, 67, 17
2, 6200, Control_c, 0, 64, 90
2, 6216, Control_c, 0, 64, 95
2, 6218, Control_c, 0, 67, 0
2, 6309, Control_c, 0, 64, 99
2, 6420, Control_c, 0, 64, 93
2, 6440, Control_c, 0, 64, 82
2, 6458, Note_on_c, 0, 54, 104
2, 6459, Control_c, 0, 64, 65
2, 6476, Control_c, 0, 64, 35
2, 6496, Control_c, 0, 64, 0
2, 6498, Note_on_c, 0, 54, 0
2, 6563, Note_on_c, 0, 54, 79
2, 6610, Note_on_c, 0, 54, 0
2, 6693, Note_on_c, 0, 57, 82
2, 6729, Note_on_c, 0, 57, 0
2, 6785, Note_on_c, 0, 58, 101
2, 6830, Note_on_c, 0, 58, 0
2, 6899, Note_on_c, 0, 58, 84
2, 6939, Note_on_c, 0, 58, 0
2, 7013, Note_on_c, 0, 60, 87
2, 7063, Note_on_c, 0, 60, 0
2, 7119, Note_on_c, 0, 63, 98
2, 7163, Note_on_c, 0, 63, 0
2, 7235, Note_on_c, 0, 63, 87
2, 7276, Note_on_c, 0, 63, 0
2, 7358, Note_on_c, 0, 61, 89
